codadesao;cod_ata;cod_uasg;procsei;dataregistro;datasolic;encaminhaoficio;recebrespfornec;enviorespcentral;status
243;90;1003;05110.004811/2018-93;2019/07/18 15:18:29.000000000;2019/01/08 00:00:00.000;2019/01/15 00:00:00.000;2019/02/01 00:00:00.000;2019/02/05 00:00:00.000;1                                                                                                                                                                                                                                                              
244;90;9864;05110.004814/2018-27;2019/07/18 15:18:29.000000000;2018/12/28 00:00:00.000;2018/12/30 00:00:00.000;;;0                                                                                                                                                                                                                                                              
245;90;9701;05110.004826/2018-51;2018/12/03 14:25:03.000000000;2018/12/03 00:00:00.000;2018/12/04 00:00:00.000;2018/12/06 00:00:00.000;2018/12/10 00:00:00.000;1                                                                                                                                                                                                                                                              
246;91;12620;05110.004829/2018-95;2018/12/04 09:59:40.000000000;2018/12/03 00:00:00.000;2018/12/04 00:00:00.000;2019/02/07 00:00:00.000;;1                                                                                                                                                                                                                                                              
247;90;10421;05110.004882/2018-96;2018/12/05 15:32:09.000000000;2018/12/05 00:00:00.000;2018/12/10 00:00:00.000;2018/12/18 00:00:00.000;2018/01/15 00:00:00.000;1                                                                                                                                                                                                                                                              
248;90;11698;05110.004875/2018-94;2018/12/06 10:05:14.000000000;2018/12/06 00:00:00.000;2018/12/06 00:00:00.000;2019/01/03 00:00:00.000;2019/01/04 00:00:00.000;1                                                                                                                                                                                                                                                              
249;90;5445;05110.004942/2018-71;2018/12/06 10:48:43.000000000;2018/12/13 00:00:00.000;2018/12/17 00:00:00.000;2019/02/13 00:00:00.000;2019/02/15 00:00:00.000;0                                                                                                                                                                                                                                                              
250;90;1655;05110.004883/2018-31;2018/12/06 11:29:04.000000000;2018/12/06 00:00:00.000;2018/12/07 00:00:00.000;2018/12/18 00:00:00.000;2018/12/20 00:00:00.000;1                                                                                                                                                                                                                                                              
251;90;24768;05110.004926/2018-88;2018/12/11 14:14:53.000000000;2019/01/02 00:00:00.000;2018/12/11 00:00:00.000;2019/01/17 00:00:00.000;2019/01/24 00:00:00.000;1                                                                                                                                                                                                                                                              
252;90;10755;05110.004937/2018-68;2018/12/11 17:35:59.000000000;2018/12/06 00:00:00.000;2018/12/12 00:00:00.000;2019/02/04 00:00:00.000;2019/03/01 00:00:00.000;0                                                                                                                                                                                                                                                              
253;90;15765;05110.000002/2019-93;2018/12/11 17:41:33.000000000;2019/03/19 00:00:00.000;2019/03/19 00:00:00.000;2019/03/28 00:00:00.000;2019/03/29 00:00:00.000;0                                                                                                                                                                                                                                                              
254;91;985;05110.004944/2018-60;2018/12/12 14:27:21.000000000;2018/12/12 00:00:00.000;2018/12/12 00:00:00.000;2019/02/05 00:00:00.000;2019/02/06 00:00:00.000;1                                                                                                                                                                                                                                                              
255;90;11933;05110.004956/2018-94;2018/12/13 11:07:09.000000000;2018/12/10 00:00:00.000;2019/02/13 00:00:00.000;2019/02/13 00:00:00.000;;0                                                                                                                                                                                                                                                              
256;90;19958;05110.004996/2018-36;2018/12/17 11:18:57.000000000;2018/12/14 00:00:00.000;2019/02/13 00:00:00.000;2019/02/13 00:00:00.000;2019/02/15 00:00:00.000;0                                                                                                                                                                                                                                                              
257;90;7603;05110.000089/2019-07;2019/01/10 11:14:59.000000000;2018/12/31 00:00:00.000;2019/01/10 00:00:00.000;2019/01/15 00:00:00.000;2019/01/17 00:00:00.000;1                                                                                                                                                                                                                                                              
258;90;12143;05110.000090/2019-23;2019/01/10 16:23:04.000000000;2019/01/02 00:00:00.000;2019/01/10 00:00:00.000;2019/01/15 00:00:00.000;2019/01/17 00:00:00.000;0                                                                                                                                                                                                                                                              
259;90;20880;05110.000889/2019-10;2019/02/28 16:09:21.000000000;2019/02/27 00:00:00.000;2019/03/01 00:00:00.000;2019/03/26 00:00:00.000;2019/04/01 00:00:00.000;1                                                                                                                                                                                                                                                              
260;90;27167;05110.000129/2019-11;2019/01/14 14:14:59.000000000;2019/01/08 00:00:00.000;;;;0                                                                                                                                                                                                                                                              
261;90;21280;05110.005063/2018-66;2019/01/15 15:27:56.000000000;2018/12/14 00:00:00.000;2018/12/21 00:00:00.000;2019/01/23 00:00:00.000;2019/01/24 00:00:00.000;1                                                                                                                                                                                                                                                              
262;90;5854;05110.000148/2019-39;2019/01/16 09:32:57.000000000;2019/01/08 00:00:00.000;2019/01/16 00:00:00.000;;;0                                                                                                                                                                                                                                                              
263;90;152;05110.000152/2019-05;2019/01/16 09:49:56.000000000;2019/01/14 00:00:00.000;2019/01/16 00:00:00.000;2019/02/04 00:00:00.000;2019/02/15 00:00:00.000;1                                                                                                                                                                                                                                                              
264;91;9714;05110.000153/2019-41;2019/01/16 09:54:07.000000000;2019/01/14 00:00:00.000;2019/01/16 00:00:00.000;2019/02/05 00:00:00.000;2019/02/13 00:00:00.000;1                                                                                                                                                                                                                                                              
265;90;9910;05110.000184/2019-01;2019/01/18 10:47:08.000000000;2019/01/15 00:00:00.000;2019/01/18 00:00:00.000;2019/02/12 00:00:00.000;2019/02/13 00:00:00.000;1                                                                                                                                                                                                                                                              
266;90;5971;05110.000185/2019-47;2019/01/18 10:51:13.000000000;2019/01/16 00:00:00.000;2019/01/18 00:00:00.000;2019/02/12 00:00:00.000;2019/02/20 00:00:00.000;1                                                                                                                                                                                                                                                              
267;90;19923;05110.000186/2019-91;2019/01/18 10:58:07.000000000;2019/03/06 00:00:00.000;2019/03/08 00:00:00.000;2019/05/13 00:00:00.000;2019/05/15 00:00:00.000;1                                                                                                                                                                                                                                                              
268;90;3795;05110.000216/2019-60;2019/01/22 09:34:14.000000000;2019/01/21 00:00:00.000;2019/01/29 00:00:00.000;2019/02/12 00:00:00.000;2019/05/30 00:00:00.000;0                                                                                                                                                                                                                                                              
269;90;3809;05110.000217/2019-12;2019/01/22 10:05:51.000000000;2019/01/21 00:00:00.000;2019/02/12 00:00:00.000;2019/02/12 00:00:00.000;2019/05/30 00:00:00.000;0                                                                                                                                                                                                                                                              
270;90;27168;05110.000238/2019-20;2019/01/23 09:00:44.000000000;2019/01/22 00:00:00.000;2019/01/22 00:00:00.000;2019/01/23 00:00:00.000;2019/01/24 00:00:00.000;1                                                                                                                                                                                                                                                              
271;90;5762;05110.005081/2018-48;2019/01/25 11:36:12.000000000;2018/12/21 00:00:00.000;2018/12/24 00:00:00.000;2019/02/14 00:00:00.000;2019/02/15 00:00:00.000;0                                                                                                                                                                                                                                                              
273;90;27169;05110.000308/2019-40;2019/01/28 14:51:37.000000000;2018/01/09 00:00:00.000;2018/01/28 00:00:00.000;2019/03/19 00:00:00.000;2019/03/22 00:00:00.000;1                                                                                                                                                                                                                                                              
274;90;9886;05110.000309/2019-94;2019/01/28 15:59:33.000000000;2019/01/22 00:00:00.000;2019/01/28 00:00:00.000;2019/02/28 00:00:00.000;2019/03/01 00:00:00.000;0                                                                                                                                                                                                                                                              
275;91;312;05110.000335/2019-12;2019/01/29 14:45:55.000000000;2019/01/23 00:00:00.000;2019/01/29 00:00:00.000;;;1                                                                                                                                                                                                                                                              
276;90;20099;05110.000434/2019-02;2019/01/31 10:48:01.000000000;2019/01/29 00:00:00.000;2019/02/01 00:00:00.000;2019/04/01 00:00:00.000;2019/04/02 00:00:00.000;1                                                                                                                                                                                                                                                              
277;90;27170;05110.000423/2019-14;2019/01/31 14:43:47.000000000;2019/01/31 00:00:00.000;2018/02/01 00:00:00.000;2019/02/15 00:00:00.000;2019/02/20 00:00:00.000;1                                                                                                                                                                                                                                                              
278;90;11786;05110.000421/2019-25;2019/01/31 14:44:32.000000000;2019/01/29 00:00:00.000;2019/02/01 00:00:00.000;2019/02/12 00:00:00.000;2019/05/30 00:00:00.000;0                                                                                                                                                                                                                                                              
279;90;6352;05110.000431/2019-61;2019/02/01 09:31:14.000000000;2019/01/31 00:00:00.000;2019/02/13 00:00:00.000;2019/02/13 00:00:00.000;2019/02/18 00:00:00.000;0                                                                                                                                                                                                                                                              
280;90;21042;05110.000432/2019-13;2019/02/01 10:14:13.000000000;2019/01/31 00:00:00.000;2019/02/01 00:00:00.000;2019/02/04 00:00:00.000;2019/02/05 00:00:00.000;1                                                                                                                                                                                                                                                              
281;90;7581;05110.000461/2019-77;2019/02/05 09:39:01.000000000;2019/02/01 00:00:00.000;2019/02/15 00:00:00.000;2019/02/20 00:00:00.000;;1                                                                                                                                                                                                                                                              
282;90;21585;05110.000485/2019-26;2019/02/06 10:42:45.000000000;2019/02/06 00:00:00.000;2019/02/06 00:00:00.000;2019/02/12 00:00:00.000;2019/02/13 00:00:00.000;0                                                                                                                                                                                                                                                              
283;90;7486;05110.000486/2019-71;2019/02/06 11:01:10.000000000;2019/02/07 00:00:00.000;2019/02/08 00:00:00.000;2019/03/26 00:00:00.000;2019/03/27 00:00:00.000;1                                                                                                                                                                                                                                                              
284;90;5219;05110.000479/2019-79;2019/02/06 13:50:17.000000000;2019/04/04 00:00:00.000;2019/04/04 00:00:00.000;2019/05/13 00:00:00.000;2019/05/20 00:00:00.000;1                                                                                                                                                                                                                                                              
285;90;11638;01450.000249/2019-06;2019/02/07 12:37:51.000000000;2019/04/02 00:00:00.000;2019/04/02 00:00:00.000;2019/04/09 00:00:00.000;2019/04/10 00:00:00.000;1                                                                                                                                                                                                                                                              
286;90;12620;05110.000731/2019-40;2019/02/12 09:28:14.000000000;2019/02/18 00:00:00.000;2019/02/19 00:00:00.000;2019/03/27 00:00:00.000;2019/03/29 00:00:00.000;0                                                                                                                                                                                                                                                              
287;90;27181;19973.100194/2019-91;2019/02/12 17:01:10.000000000;2019/04/10 00:00:00.000;2019/04/10 00:00:00.000;2019/04/30 00:00:00.000;2019/05/15 00:00:00.000;0                                                                                                                                                                                                                                                              
288;91;27171;05110.000798/2019-84;2019/02/12 17:28:22.000000000;2019/02/21 00:00:00.000;2019/02/26 00:00:00.000;2019/03/11 00:00:00.000;2019/03/26 00:00:00.000;1                                                                                                                                                                                                                                                              
314;90;6349;05110.001078/2019-36;2019/03/14 17:03:31.000000000;2019/03/14 00:00:00.000;2019/03/15 00:00:00.000;2019/04/05 00:00:00.000;2019/04/11 00:00:00.000;1                                                                                                                                                                                                                                                              
315;90;8383;05110.001093/2019-84;2019/03/15 13:47:51.000000000;2019/04/05 00:00:00.000;2019/04/10 00:00:00.000;2019/04/25 00:00:00.000;2019/05/07 00:00:00.000;1                                                                                                                                                                                                                                                              
289;90;3747;05110.000641/2019-59;2019/02/13 10:46:55.000000000;2019/02/19 00:00:00.000;2019/02/19 00:00:00.000;2019/02/26 00:00:00.000;2019/03/01 00:00:00.000;0                                                                                                                                                                                                                                                              
290;90;5961;05110.005069/2018-33;2019/02/13 10:52:01.000000000;2018/12/21 00:00:00.000;2018/12/21 00:00:00.000;2019/02/13 00:00:00.000;2019/02/13 00:00:00.000;0                                                                                                                                                                                                                                                              
291;90;6356;05110.000649/2019-15;2019/02/13 16:13:26.000000000;2019/02/06 00:00:00.000;2019/02/13 00:00:00.000;2019/02/21 00:00:00.000;2019/02/27 00:00:00.000;1                                                                                                                                                                                                                                                              
292;90;6078;05110.000662/2019-74;2019/02/14 08:26:48.000000000;2019/02/13 00:00:00.000;2019/02/15 00:00:00.000;2019/02/28 00:00:00.000;2019/03/22 00:00:00.000;1                                                                                                                                                                                                                                                              
293;90;27172;05110.000664/2019-63;2019/02/14 09:05:12.000000000;2019/02/28 00:00:00.000;2019/03/01 00:00:00.000;2019/03/28 00:00:00.000;2019/03/29 00:00:00.000;0                                                                                                                                                                                                                                                              
294;90;8925;05110.000672/2019-18;2019/02/14 10:06:23.000000000;2019/02/13 00:00:00.000;2019/03/14 00:00:00.000;2019/04/05 00:00:00.000;2019/05/16 00:00:00.000;0                                                                                                                                                                                                                                                              
295;91;8694;05110.000729/2019-71;2019/02/19 09:19:39.000000000;2019/02/18 00:00:00.000;2019/02/19 00:00:00.000;2019/02/20 00:00:00.000;2019/03/22 00:00:00.000;1                                                                                                                                                                                                                                                              
296;90;11780;54000.012292/2019-71;2019/02/19 10:32:07.000000000;2019/02/11 00:00:00.000;2019/02/21 00:00:00.000;2019/02/26 00:00:00.000;2019/03/06 00:00:00.000;1                                                                                                                                                                                                                                                              
297;90;11544;05110.000763/2019-45;2019/02/20 09:01:51.000000000;2019/02/05 00:00:00.000;2019/02/20 00:00:00.000;2019/03/14 00:00:00.000;2019/03/18 00:00:00.000;1                                                                                                                                                                                                                                                              
298;90;7549;05110.000783/2019-16;2019/02/20 10:29:05.000000000;2019/02/20 00:00:00.000;2019/02/21 00:00:00.000;2019/03/01 00:00:00.000;2019/03/08 00:00:00.000;1                                                                                                                                                                                                                                                              
299;90;27173;05110.000786/2019-50;2019/02/21 08:35:48.000000000;2019/02/20 00:00:00.000;2019/02/21 00:00:00.000;2019/02/26 00:00:00.000;2019/05/30 00:00:00.000;0                                                                                                                                                                                                                                                              
300;90;7581;05110.000870/2019-73;2019/02/27 16:05:32.000000000;2019/02/27 00:00:00.000;2019/03/01 00:00:00.000;2019/03/14 00:00:00.000;2019/03/28 00:00:00.000;1                                                                                                                                                                                                                                                              
301;90;5961;05110.000859/2019-11;2019/02/27 09:32:45.000000000;2019/03/11 00:00:00.000;2019/03/12 00:00:00.000;2019/03/15 00:00:00.000;2019/03/22 00:00:00.000;1                                                                                                                                                                                                                                                              
302;91;12561;05110.000935/2019-81;2019/02/28 16:24:34.000000000;2019/03/01 00:00:00.000;2019/03/07 00:00:00.000;2019/03/22 00:00:00.000;2019/03/28 00:00:00.000;1                                                                                                                                                                                                                                                              
303;90;5723;05110.000909/2019-52;2019/03/01 11:38:33.000000000;2019/02/28 00:00:00.000;2019/03/01 00:00:00.000;2019/04/01 00:00:00.000;2019/04/02 00:00:00.000;1                                                                                                                                                                                                                                                              
304;90;5713;05110.000910/2019-87;2019/03/01 14:13:36.000000000;2019/02/28 00:00:00.000;2019/03/01 00:00:00.000;2019/04/01 00:00:00.000;2019/04/02 00:00:00.000;1                                                                                                                                                                                                                                                              
305;90;5887;05110.000911/2019-21;2019/03/01 14:34:28.000000000;2019/03/28 00:00:00.000;2019/03/01 00:00:00.000;2019/04/01 00:00:00.000;2019/04/02 00:00:00.000;1                                                                                                                                                                                                                                                              
306;90;5717;05110.000912/2019-76;2019/03/01 14:52:30.000000000;2019/02/28 00:00:00.000;2019/03/01 00:00:00.000;2019/04/01 00:00:00.000;2019/04/02 00:00:00.000;1                                                                                                                                                                                                                                                              
307;90;5465;05110.000929/2019-23;2019/03/01 15:28:13.000000000;2019/04/03 00:00:00.000;2019/04/03 00:00:00.000;2019/04/09 00:00:00.000;2019/04/09 00:00:00.000;1                                                                                                                                                                                                                                                              
308;90;4756;05110.001096/2019-18;2019/03/06 14:05:56.000000000;2019/03/14 00:00:00.000;2019/03/15 00:00:00.000;2019/03/28 00:00:00.000;2019/03/29 00:00:00.000;0                                                                                                                                                                                                                                                              
309;90;27174;05110.000933/2019-91;2019/03/06 14:35:04.000000000;2019/02/01 00:00:00.000;2019/03/06 00:00:00.000;2019/04/05 00:00:00.000;2019/04/23 00:00:00.000;1                                                                                                                                                                                                                                                              
310;90;3660;05110.000963/2019-06;2019/03/07 15:57:30.000000000;2019/03/06 00:00:00.000;2019/03/08 00:00:00.000;2019/03/19 00:00:00.000;2019/03/22 00:00:00.000;0                                                                                                                                                                                                                                                              
311;90;10533;05110.000992/2019-60;2019/03/11 14:16:45.000000000;2019/03/11 00:00:00.000;2019/03/11 00:00:00.000;2019/04/08 00:00:00.000;2019/04/11 00:00:00.000;1                                                                                                                                                                                                                                                              
312;90;19920;05110.001113/2019-17;2019/03/13 10:50:53.000000000;2019/03/13 00:00:00.000;2019/03/19 00:00:00.000;2019/03/28 00:00:00.000;2019/04/16 00:00:00.000;0                                                                                                                                                                                                                                                              
313;91;27175;05110.001080/2019-13;2019/03/13 11:30:43.000000000;2019/03/14 00:00:00.000;2019/03/15 00:00:00.000;2019/03/22 00:00:00.000;2019/03/27 00:00:00.000;1                                                                                                                                                                                                                                                              
316;90;9335;19973.100074/2019-94;2019/03/21 10:30:44.000000000;2019/04/15 00:00:00.000;2019/04/15 00:00:00.000;2019/04/17 00:00:00.000;2019/05/08 00:00:00.000;1                                                                                                                                                                                                                                                              
317;90;6294;05110.001217/2019-21;2019/03/22 14:36:18.000000000;2019/04/04 00:00:00.000;2019/04/10 00:00:00.000;2019/04/30 00:00:00.000;2019/05/15 00:00:00.000;0                                                                                                                                                                                                                                                              
318;90;4761;19973.100072/2019-03;2019/03/22 14:55:44.000000000;2019/03/25 00:00:00.000;2019/04/01 00:00:00.000;2019/04/15 00:00:00.000;2019/04/16 00:00:00.000;1                                                                                                                                                                                                                                                              
320;91;1108;05110.001261/2019-31;2019/03/26 10:26:07.000000000;2019/03/21 00:00:00.000;2019/03/26 00:00:00.000;2019/04/24 00:00:00.000;2019/06/14 00:00:00.000;0                                                                                                                                                                                                                                                              
321;90;16036;05110.001263/2019-21;2019/03/26 10:44:10.000000000;2019/03/22 00:00:00.000;2019/03/27 00:00:00.000;2019/04/26 00:00:00.000;2019/05/17 00:00:00.000;0                                                                                                                                                                                                                                                              
322;90;12646;05110.001264/2019-75;2019/03/26 11:22:34.000000000;2019/04/10 00:00:00.000;2019/04/12 00:00:00.000;2019/05/21 00:00:00.000;2019/05/31 00:00:00.000;0                                                                                                                                                                                                                                                              
323;90;20014;19973.100075/2019-39;2019/03/26 11:40:51.000000000;2019/03/26 00:00:00.000;2019/04/01 00:00:00.000;2019/04/09 00:00:00.000;2019/04/11 00:00:00.000;1                                                                                                                                                                                                                                                              
324;91;27168;19973.100103/2019-18;2019/03/29 13:44:53.000000000;2019/04/02 00:00:00.000;2019/04/02 00:00:00.000;2019/04/03 00:00:00.000;2019/04/22 00:00:00.000;1                                                                                                                                                                                                                                                              
325;90;10519;19973.100073/2019-40;2019/03/29 15:43:03.000000000;2019/03/25 00:00:00.000;2019/04/01 00:00:00.000;2019/05/13 00:00:00.000;2019/05/14 00:00:00.000;1                                                                                                                                                                                                                                                              
326;91;18107;19973.100076/2019-83;2019/03/29 15:59:57.000000000;2019/04/03 00:00:00.000;2019/04/04 00:00:00.000;2019/04/17 00:00:00.000;2019/04/25 00:00:00.000;1                                                                                                                                                                                                                                                              
327;90;19974;19973.100077/2019-28;2019/03/29 16:27:31.000000000;2019/04/01 00:00:00.000;2019/04/02 00:00:00.000;2019/04/15 00:00:00.000;2019/04/15 00:00:00.000;0                                                                                                                                                                                                                                                              
328;90;1020;19973.100079/2019-17;2019/03/29 17:41:32.000000000;2019/03/26 00:00:00.000;2019/04/01 00:00:00.000;2019/04/26 00:00:00.000;2019/05/13 00:00:00.000;0                                                                                                                                                                                                                                                              
329;90;19922;00000000000000000   ;2019/04/01 08:46:25.000000000;;;;;0                                                                                                                                                                                                                                                              
330;97;21012;05110.003852/2018-62;2019/04/01 10:53:09.000000000;2018/09/11 00:00:00.000;2018/09/12 00:00:00.000;2018/09/13 00:00:00.000;2018/09/17 00:00:00.000;1                                                                                                                                                                                                                                                              
331;97;413;05110.003863/2018-42;2019/04/01 11:04:58.000000000;2018/09/11 00:00:00.000;2018/09/12 00:00:00.000;2018/09/13 00:00:00.000;2018/12/05 00:00:00.000;1                                                                                                                                                                                                                                                              
332;97;9578;05110.001021/2019-37;2019/04/01 11:08:59.000000000;2019/03/12 00:00:00.000;2019/03/12 00:00:00.000;2019/03/13 00:00:00.000;2019/03/15 00:00:00.000;1                                                                                                                                                                                                                                                              
333;96;981;05110.000339/2019-09;2019/04/01 14:12:46.000000000;2019/01/04 00:00:00.000;2019/01/29 00:00:00.000;2019/02/05 00:00:00.000;2019/02/05 00:00:00.000;1                                                                                                                                                                                                                                                              
334;96;17722;05110.000675/2019-43;2019/04/01 14:18:09.000000000;2019/02/12 00:00:00.000;2019/02/14 00:00:00.000;2019/02/14 00:00:00.000;;0                                                                                                                                                                                                                                                              
335;96;17257;05110.000943/2019-27;2019/04/01 14:44:33.000000000;2019/03/01 00:00:00.000;2019/04/06 00:00:00.000;2019/03/22 00:00:00.000;2019/04/11 00:00:00.000;1                                                                                                                                                                                                                                                              
336;94;5645;05110.004225/2018-49;2019/04/01 15:14:55.000000000;2018/10/08 00:00:00.000;2018/10/11 00:00:00.000;2018/10/24 00:00:00.000;2018/10/26 00:00:00.000;1                                                                                                                                                                                                                                                              
337;94;9808;05110.004226/2018-93;2019/04/01 15:44:19.000000000;2018/10/10 00:00:00.000;;2018/10/11 00:00:00.000;;0                                                                                                                                                                                                                                                              
338;94;4755;05110.004347/2018-35;2019/04/01 15:49:01.000000000;2018/10/11 00:00:00.000;2018/10/23 00:00:00.000;2018/10/24 00:00:00.000;2018/10/26 00:00:00.000;1                                                                                                                                                                                                                                                              
339;94;19955;05110.004606/2018-28;2019/04/01 15:52:12.000000000;2018/11/14 00:00:00.000;2018/11/26 00:00:00.000;2018/11/27 00:00:00.000;2018/11/29 00:00:00.000;1                                                                                                                                                                                                                                                              
340;94;413;05110.004791/2018-51;2019/04/01 16:02:03.000000000;2018/11/27 00:00:00.000;2018/11/29 00:00:00.000;2018/11/29 00:00:00.000;2018/11/30 00:00:00.000;1                                                                                                                                                                                                                                                              
341;94;186;05110.004817/2018-61;2019/04/01 16:08:15.000000000;2018/11/30 00:00:00.000;2018/12/03 00:00:00.000;2018/12/04 00:00:00.000;2018/12/07 00:00:00.000;1                                                                                                                                                                                                                                                              
343;94;27176;05110.004895/2018-65;2019/04/01 16:30:04.000000000;2018/12/07 00:00:00.000;2018/12/10 00:00:00.000;2018/12/11 00:00:00.000;2018/12/13 00:00:00.000;1                                                                                                                                                                                                                                                              
344;94;17722;05110.004960/2018-52;2019/04/01 16:36:48.000000000;2018/12/10 00:00:00.000;2018/12/13 00:00:00.000;2018/12/14 00:00:00.000;2018/12/20 00:00:00.000;1                                                                                                                                                                                                                                                              
345;94;10608;05110.005091/2018-83;2019/04/01 16:41:19.000000000;2018/12/20 00:00:00.000;2018/12/27 00:00:00.000;2019/12/28 00:00:00.000;2019/01/10 00:00:00.000;1                                                                                                                                                                                                                                                              
346;94;20339;05110.000222/2019-17;2019/04/01 16:45:31.000000000;2019/01/18 00:00:00.000;2019/01/24 00:00:00.000;2019/01/30 00:00:00.000;2019/03/22 00:00:00.000;1                                                                                                                                                                                                                                                              
347;96;17722;19973.100090/2019-87;2019/04/01 17:05:52.000000000;2019/03/29 00:00:00.000;2019/04/01 00:00:00.000;2019/04/12 00:00:00.000;2019/05/06 00:00:00.000;1                                                                                                                                                                                                                                                              
348;91;10348;19973.100102/2019-73;2019/04/02 13:48:52.000000000;2019/03/27 00:00:00.000;2019/04/02 00:00:00.000;2019/04/03 00:00:00.000;2019/04/08 00:00:00.000;1                                                                                                                                                                                                                                                              
349;90;4756;19973.100104/2019-62;2019/04/02 14:50:55.000000000;2019/04/05 00:00:00.000;2019/05/24 00:00:00.000;2019/05/29 00:00:00.000;2019/06/07 00:00:00.000;1                                                                                                                                                                                                                                                              
350;90;27172;19973.100166/2019-74;2019/04/02 15:23:30.000000000;2019/04/08 00:00:00.000;2019/04/08 00:00:00.000;2019/04/25 00:00:00.000;2019/05/07 00:00:00.000;1                                                                                                                                                                                                                                                              
351;95;13559;05110.004533/2018-74;2019/04/02 15:27:25.000000000;2019/04/02 00:00:00.000;2018/11/26 00:00:00.000;2018/11/27 00:00:00.000;2018/11/29 00:00:00.000;1                                                                                                                                                                                                                                                              
353;96;11286;19973.100106/2019-51;2019/04/02 15:49:37.000000000;2019/03/22 00:00:00.000;2019/04/02 00:00:00.000;2019/04/10 00:00:00.000;2019/04/12 00:00:00.000;1                                                                                                                                                                                                                                                              
354;95;10355;05110.004601/2018-03;2019/04/02 16:11:26.000000000;2018/11/14 00:00:00.000;2018/11/23 00:00:00.000;2018/11/27 00:00:00.000;2018/11/29 00:00:00.000;1                                                                                                                                                                                                                                                              
355;95;11293;00000000000000000   ;2019/04/02 16:17:33.000000000;2018/11/29 00:00:00.000;2018/11/29 00:00:00.000;2018/11/29 00:00:00.000;2018/11/30 00:00:00.000;1                                                                                                                                                                                                                                                              
356;95;13063;05110.004793/2018-40;2019/04/02 16:19:45.000000000;2018/11/27 00:00:00.000;2018/11/29 00:00:00.000;2018/11/29 00:00:00.000;2018/11/30 00:00:00.000;1                                                                                                                                                                                                                                                              
357;95;11349;05110.005043/2018-95;2019/04/02 16:22:53.000000000;2018/12/20 00:00:00.000;2018/12/20 00:00:00.000;2018/12/21 00:00:00.000;2018/12/21 00:00:00.000;1                                                                                                                                                                                                                                                              
358;95;20339;05110.000224/2019-14;2019/04/02 16:24:43.000000000;2019/01/18 00:00:00.000;2019/02/01 00:00:00.000;2019/02/05 00:00:00.000;2019/03/22 00:00:00.000;1                                                                                                                                                                                                                                                              
359;90;13628;19973.100131/2019-35;2019/04/04 09:16:40.000000000;2019/04/03 00:00:00.000;2019/04/08 00:00:00.000;2019/05/15 00:00:00.000;2019/05/21 00:00:00.000;0                                                                                                                                                                                                                                                              
360;98;18815;05110.000996/2019-48;2019/04/04 15:23:30.000000000;2019/03/11 00:00:00.000;2019/03/12 00:00:00.000;2019/04/11 00:00:00.000;2019/04/11 00:00:00.000;0                                                                                                                                                                                                                                                              
361;90;12437;19973.100154/2019-40;2019/04/05 14:51:03.000000000;2019/04/03 00:00:00.000;2019/04/08 00:00:00.000;2019/05/21 00:00:00.000;2019/05/31 00:00:00.000;1                                                                                                                                                                                                                                                              
362;90;24359;19973.100155/2019-94;2019/04/05 15:03:40.000000000;2019/04/04 00:00:00.000;2019/04/17 00:00:00.000;2019/04/30 00:00:00.000;2019/06/14 00:00:00.000;1                                                                                                                                                                                                                                                              
363;98;18434;19973.100165/2019-20;2019/04/08 11:30:49.000000000;2019/03/25 00:00:00.000;2019/04/08 00:00:00.000;2019/04/11 00:00:00.000;2019/04/11 00:00:00.000;0                                                                                                                                                                                                                                                              
364;94;11286;19973.100181/2019-12;2019/04/08 17:43:39.000000000;2019/03/29 00:00:00.000;2019/04/09 00:00:00.000;2019/04/18 00:00:00.000;2019/04/22 00:00:00.000;1                                                                                                                                                                                                                                                              
365;90;20010;19973.100183/2019-10;2019/04/09 08:20:52.000000000;2019/04/08 00:00:00.000;2019/04/09 00:00:00.000;2019/04/15 00:00:00.000;2019/04/16 00:00:00.000;1                                                                                                                                                                                                                                                              
366;90;27177;19973.100184/2019-56;2019/04/09 08:36:30.000000000;2019/04/08 00:00:00.000;2019/04/12 00:00:00.000;2019/04/25 00:00:00.000;2019/05/07 00:00:00.000;1                                                                                                                                                                                                                                                              
367;90;27179;19973.100185/2019-09;2019/04/09 08:48:24.000000000;2019/04/08 00:00:00.000;2019/04/11 00:00:00.000;2019/04/25 00:00:00.000;2019/05/17 00:00:00.000;1                                                                                                                                                                                                                                                              
369;90;11790;19973.100205/2019-33;2019/04/10 15:00:56.000000000;2019/04/09 00:00:00.000;2019/04/10 00:00:00.000;2019/04/26 00:00:00.000;2019/05/14 00:00:00.000;1                                                                                                                                                                                                                                                              
370;91;8948;19973.100210/2019-46;2019/04/10 15:15:39.000000000;2019/04/11 00:00:00.000;2019/04/12 00:00:00.000;2019/06/03 00:00:00.000;2019/06/04 00:00:00.000;1                                                                                                                                                                                                                                                              
371;90;27178;19973.100234/2019-03;2019/04/11 14:44:40.000000000;2019/04/12 00:00:00.000;2019/04/15 00:00:00.000;2019/04/30 00:00:00.000;2019/05/15 00:00:00.000;0                                                                                                                                                                                                                                                              
372;90;7477;19973.100235/2019-40;2019/04/12 16:16:17.000000000;2019/04/12 00:00:00.000;2019/04/15 00:00:00.000;2019/04/25 00:00:00.000;2019/05/13 00:00:00.000;1                                                                                                                                                                                                                                                              
